#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
GeoFor_1.0	C12740496	NW_005081128.1	JH766718.1	GPS_002036696.1
GeoFor_1.0	C12740500	NW_005081131.1	JH766721.1	GPS_002036699.1
GeoFor_1.0	C12740502	NW_005081172.1	JH766762.1	GPS_002036740.1
GeoFor_1.0	C12740546	NW_005081174.1	JH766764.1	GPS_002036742.1
GeoFor_1.0	C12740566	NW_005081199.1	JH766789.1	GPS_002036767.1
GeoFor_1.0	C12740568	NW_005081227.1	JH766817.1	GPS_002036795.1
GeoFor_1.0	C12740588	NW_005081220.1	JH766810.1	GPS_002036788.1
GeoFor_1.0	C12740596	NW_005081138.1	JH766728.1	GPS_002036706.1
GeoFor_1.0	C12740636	NW_005081211.1	JH766801.1	GPS_002036779.1
GeoFor_1.0	C12740654	NW_005081142.1	JH766732.1	GPS_002036710.1
GeoFor_1.0	C12740668	NW_005081216.1	JH766806.1	GPS_002036784.1
GeoFor_1.0	C12740688	NW_005081173.1	JH766763.1	GPS_002036741.1
GeoFor_1.0	C12740704	NW_005081147.1	JH766737.1	GPS_002036715.1
GeoFor_1.0	C12740716	NW_005081161.1	JH766751.1	GPS_002036729.1
GeoFor_1.0	C12740728	NW_005081232.1	JH766822.1	GPS_002036800.1
GeoFor_1.0	C12740738	NW_005081195.1	JH766785.1	GPS_002036763.1
GeoFor_1.0	C12740818	NW_005081175.1	JH766765.1	GPS_002036743.1
GeoFor_1.0	C12740852	NW_005081170.1	JH766760.1	GPS_002036738.1
GeoFor_1.0	C12740864	NW_005081222.1	JH766812.1	GPS_002036790.1
GeoFor_1.0	C12740866	NW_005081160.1	JH766750.1	GPS_002036728.1
GeoFor_1.0	C12740884	NW_005081201.1	JH766791.1	GPS_002036769.1
GeoFor_1.0	C12740902	NW_005081133.1	JH766723.1	GPS_002036701.1
GeoFor_1.0	C12740918	NW_005081187.1	JH766777.1	GPS_002036755.1
GeoFor_1.0	C12740936	NW_005081136.1	JH766726.1	GPS_002036704.1
GeoFor_1.0	C12740938	NW_005081188.1	JH766778.1	GPS_002036756.1
GeoFor_1.0	C12740950	NW_005081200.1	JH766790.1	GPS_002036768.1
GeoFor_1.0	C12740958	NW_005081230.1	JH766820.1	GPS_002036798.1
GeoFor_1.0	C12740972	NW_005081177.1	JH766767.1	GPS_002036745.1
GeoFor_1.0	C12740988	NW_005081203.1	JH766793.1	GPS_002036771.1
GeoFor_1.0	C12741012	NW_005081223.1	JH766813.1	GPS_002036791.1
GeoFor_1.0	C12741030	NW_005081207.1	JH766797.1	GPS_002036775.1
GeoFor_1.0	C12741062	NW_005081224.1	JH766814.1	GPS_002036792.1
GeoFor_1.0	C12741090	NW_005081130.1	JH766720.1	GPS_002036698.1
GeoFor_1.0	C12741122	NW_005081001.1	JH766591.1	GPS_002036569.1
GeoFor_1.0	C12741136	NW_005081117.1	JH766707.1	GPS_002036685.1
GeoFor_1.0	C12741152	NW_005081100.1	JH766690.1	GPS_002036668.1
GeoFor_1.0	C12741160	NW_005081035.1	JH766625.1	GPS_002036603.1
GeoFor_1.0	C12741234	NW_005081027.1	JH766617.1	GPS_002036595.1
GeoFor_1.0	C12741262	NW_005081057.1	JH766647.1	GPS_002036625.1
GeoFor_1.0	C12741270	NW_005081093.1	JH766683.1	GPS_002036661.1
GeoFor_1.0	C12741272	NW_005081003.1	JH766593.1	GPS_002036571.1
GeoFor_1.0	C12741278	NW_005081107.1	JH766697.1	GPS_002036675.1
GeoFor_1.0	C12741300	NW_005081012.1	JH766602.1	GPS_002036580.1
GeoFor_1.0	C12741308	NW_005081079.1	JH766669.1	GPS_002036647.1
GeoFor_1.0	C12741320	NW_005081064.1	JH766654.1	GPS_002036632.1
GeoFor_1.0	C12741328	NW_005081045.1	JH766635.1	GPS_002036613.1
GeoFor_1.0	C12741344	NW_005081007.1	JH766597.1	GPS_002036575.1
GeoFor_1.0	C12741358	NW_005081038.1	JH766628.1	GPS_002036606.1
GeoFor_1.0	C12741368	NW_005081024.1	JH766614.1	GPS_002036592.1
GeoFor_1.0	C12741404	NW_005081077.1	JH766667.1	GPS_002036645.1
GeoFor_1.0	C12741420	NW_005081040.1	JH766630.1	GPS_002036608.1
GeoFor_1.0	C12741458	NW_005081065.1	JH766655.1	GPS_002036633.1
GeoFor_1.0	C12741478	NW_005081026.1	JH766616.1	GPS_002036594.1
GeoFor_1.0	C12741558	NW_005081114.1	JH766704.1	GPS_002036682.1
GeoFor_1.0	C12741572	NW_005081072.1	JH766662.1	GPS_002036640.1
GeoFor_1.0	C12741574	NW_005081010.1	JH766600.1	GPS_002036578.1
GeoFor_1.0	C12741590	NW_005081058.1	JH766648.1	GPS_002036626.1
GeoFor_1.0	C12741602	NW_005081113.1	JH766703.1	GPS_002036681.1
GeoFor_1.0	C12741618	NW_005081110.1	JH766700.1	GPS_002036678.1
GeoFor_1.0	C12741622	NW_005081074.1	JH766664.1	GPS_002036642.1
GeoFor_1.0	C12741660	NW_005081076.1	JH766666.1	GPS_002036644.1
GeoFor_1.0	C12741670	NW_005081095.1	JH766685.1	GPS_002036663.1
GeoFor_1.0	C12741674	NW_005081115.1	JH766705.1	GPS_002036683.1
GeoFor_1.0	C12741704	NW_005081080.1	JH766670.1	GPS_002036648.1
GeoFor_1.0	C12741720	NW_005081052.1	JH766642.1	GPS_002036620.1
GeoFor_1.0	C12741728	NW_005081084.1	JH766674.1	GPS_002036652.1
GeoFor_1.0	C12741740	NW_005081046.1	JH766636.1	GPS_002036614.1
GeoFor_1.0	C12741754	NW_005081104.1	JH766694.1	GPS_002036672.1
GeoFor_1.0	C12741796	NW_005081108.1	JH766698.1	GPS_002036676.1
GeoFor_1.0	C12741858	NW_005081089.1	JH766679.1	GPS_002036657.1
GeoFor_1.0	C12741866	NW_005081011.1	JH766601.1	GPS_002036579.1
GeoFor_1.0	C12741868	NW_005081112.1	JH766702.1	GPS_002036680.1
GeoFor_1.0	C12741904	NW_005081119.1	JH766709.1	GPS_002036687.1
GeoFor_1.0	C12741942	NW_005081099.1	JH766689.1	GPS_002036667.1
GeoFor_1.0	C12742012	NW_005081050.1	JH766640.1	GPS_002036618.1
GeoFor_1.0	C12742018	NW_005081025.1	JH766615.1	GPS_002036593.1
GeoFor_1.0	C12742024	NW_005081048.1	JH766638.1	GPS_002036616.1
GeoFor_1.0	C12742028	NW_005081063.1	JH766653.1	GPS_002036631.1
GeoFor_1.0	C12742032	NW_005081085.1	JH766675.1	GPS_002036653.1
GeoFor_1.0	C12742048	NW_005081005.1	JH766595.1	GPS_002036573.1
GeoFor_1.0	C12742088	NW_005081023.1	JH766613.1	GPS_002036591.1
GeoFor_1.0	C12742090	NW_005081087.1	JH766677.1	GPS_002036655.1
GeoFor_1.0	C12742104	NW_005081016.1	JH766606.1	GPS_002036584.1
GeoFor_1.0	C12742138	NW_005081022.1	JH766612.1	GPS_002036590.1
GeoFor_1.0	C12742146	NW_005081037.1	JH766627.1	GPS_002036605.1
GeoFor_1.0	C12742152	NW_005081086.1	JH766676.1	GPS_002036654.1
GeoFor_1.0	C12742166	NW_005081094.1	JH766684.1	GPS_002036662.1
GeoFor_1.0	C12742168	NW_005081019.1	JH766609.1	GPS_002036587.1
GeoFor_1.0	C12742176	NW_005081053.1	JH766643.1	GPS_002036621.1
GeoFor_1.0	C12742212	NW_005081092.1	JH766682.1	GPS_002036660.1
GeoFor_1.0	C12742226	NW_005081105.1	JH766695.1	GPS_002036673.1
GeoFor_1.0	C12742252	NW_005081036.1	JH766626.1	GPS_002036604.1
GeoFor_1.0	C12742262	NW_005081039.1	JH766629.1	GPS_002036607.1
GeoFor_1.0	C12742272	NW_005081091.1	JH766681.1	GPS_002036659.1
GeoFor_1.0	C12742374	NW_005081002.1	JH766592.1	GPS_002036570.1
GeoFor_1.0	C12742376	NW_005081030.1	JH766620.1	GPS_002036598.1
GeoFor_1.0	C12742380	NW_005081122.1	JH766712.1	GPS_002036690.1
GeoFor_1.0	C12742420	NW_005081088.1	JH766678.1	GPS_002036656.1
GeoFor_1.0	C12742444	NW_005081070.1	JH766660.1	GPS_002036638.1
GeoFor_1.0	C12742446	NW_005081103.1	JH766693.1	GPS_002036671.1
GeoFor_1.0	C12742448	NW_005081083.1	JH766673.1	GPS_002036651.1
GeoFor_1.0	C12742468	NW_005081034.1	JH766624.1	GPS_002036602.1
GeoFor_1.0	C12742512	NW_005081111.1	JH766701.1	GPS_002036679.1
GeoFor_1.0	C12742550	NW_005081014.1	JH766604.1	GPS_002036582.1
GeoFor_1.0	C12742554	NW_005081033.1	JH766623.1	GPS_002036601.1
GeoFor_1.0	C12742568	NW_005081106.1	JH766696.1	GPS_002036674.1
GeoFor_1.0	C12742594	NW_005081029.1	JH766619.1	GPS_002036597.1
GeoFor_1.0	C12742604	NW_005081098.1	JH766688.1	GPS_002036666.1
GeoFor_1.0	C12742618	NW_005081068.1	JH766658.1	GPS_002036636.1
GeoFor_1.0	C12742668	NW_005081101.1	JH766691.1	GPS_002036669.1
GeoFor_1.0	C12742682	NW_005081109.1	JH766699.1	GPS_002036677.1
GeoFor_1.0	C12742686	NW_005081043.1	JH766633.1	GPS_002036611.1
GeoFor_1.0	C12742724	NW_005081056.1	JH766646.1	GPS_002036624.1
GeoFor_1.0	C12742824	NW_005081081.1	JH766671.1	GPS_002036649.1
GeoFor_1.0	C12742874	NW_005081071.1	JH766661.1	GPS_002036639.1
GeoFor_1.0	C12742876	NW_005081006.1	JH766596.1	GPS_002036574.1
GeoFor_1.0	C12742882	NW_005081004.1	JH766594.1	GPS_002036572.1
GeoFor_1.0	C12742888	NW_005081018.1	JH766608.1	GPS_002036586.1
GeoFor_1.0	C12742919	NW_005081008.1	JH766598.1	GPS_002036576.1
GeoFor_1.0	C12742931	NW_005081060.1	JH766650.1	GPS_002036628.1
GeoFor_1.0	C12742933	NW_005081013.1	JH766603.1	GPS_002036581.1
GeoFor_1.0	C12742985	NW_005081061.1	JH766651.1	GPS_002036629.1
GeoFor_1.0	C12742995	NW_005081102.1	JH766692.1	GPS_002036670.1
GeoFor_1.0	C12742997	NW_005081066.1	JH766656.1	GPS_002036634.1
GeoFor_1.0	C12743007	NW_005081032.1	JH766622.1	GPS_002036600.1
GeoFor_1.0	C12743017	NW_005081096.1	JH766686.1	GPS_002036664.1
GeoFor_1.0	C12743071	NW_005081044.1	JH766634.1	GPS_002036612.1
GeoFor_1.0	C12743085	NW_005081073.1	JH766663.1	GPS_002036641.1
GeoFor_1.0	C12743109	NW_005081082.1	JH766672.1	GPS_002036650.1
GeoFor_1.0	C12743123	NW_005081000.1	JH766590.1	GPS_002036568.1
GeoFor_1.0	C12743129	NW_005081059.1	JH766649.1	GPS_002036627.1
GeoFor_1.0	C12743137	NW_005081118.1	JH766708.1	GPS_002036686.1
GeoFor_1.0	C12743169	NW_005081075.1	JH766665.1	GPS_002036643.1
GeoFor_1.0	C12743173	NW_005081021.1	JH766611.1	GPS_002036589.1
GeoFor_1.0	C12743211	NW_005081067.1	JH766657.1	GPS_002036635.1
GeoFor_1.0	C12743219	NW_005081078.1	JH766668.1	GPS_002036646.1
GeoFor_1.0	C12743235	NW_005081020.1	JH766610.1	GPS_002036588.1
GeoFor_1.0	C12743251	NW_005081015.1	JH766605.1	GPS_002036583.1
GeoFor_1.0	C12743277	NW_005081121.1	JH766711.1	GPS_002036689.1
GeoFor_1.0	C12743283	NW_005081049.1	JH766639.1	GPS_002036617.1
GeoFor_1.0	C12743317	NW_005081041.1	JH766631.1	GPS_002036609.1
GeoFor_1.0	C12743353	NW_005080976.1	JH766566.1	GPS_002036544.1
GeoFor_1.0	C12743365	NW_005080967.1	JH766557.1	GPS_002036535.1
GeoFor_1.0	C12743393	NW_005080951.1	JH766541.1	GPS_002036519.1
GeoFor_1.0	C12743399	NW_005080928.1	JH766518.1	GPS_002036496.1
GeoFor_1.0	C12743407	NW_005080994.1	JH766584.1	GPS_002036562.1
GeoFor_1.0	C12743453	NW_005080987.1	JH766577.1	GPS_002036555.1
GeoFor_1.0	C12743455	NW_005080895.1	JH766485.1	GPS_002036463.1
GeoFor_1.0	C12743471	NW_005080990.1	JH766580.1	GPS_002036558.1
GeoFor_1.0	C12743481	NW_005080879.1	JH766469.1	GPS_002036447.1
GeoFor_1.0	C12743497	NW_005080940.1	JH766530.1	GPS_002036508.1
GeoFor_1.0	C12743513	NW_005080973.1	JH766563.1	GPS_002036541.1
GeoFor_1.0	C12743551	NW_005080962.1	JH766552.1	GPS_002036530.1
GeoFor_1.0	C12743571	NW_005080892.1	JH766482.1	GPS_002036460.1
GeoFor_1.0	C12743609	NW_005080929.1	JH766519.1	GPS_002036497.1
GeoFor_1.0	C12743639	NW_005080997.1	JH766587.1	GPS_002036565.1
GeoFor_1.0	C12743673	NW_005080900.1	JH766490.1	GPS_002036468.1
GeoFor_1.0	C12743717	NW_005080899.1	JH766489.1	GPS_002036467.1
GeoFor_1.0	C12743727	NW_005080943.1	JH766533.1	GPS_002036511.1
GeoFor_1.0	C12743741	NW_005080978.1	JH766568.1	GPS_002036546.1
GeoFor_1.0	C12743751	NW_005080995.1	JH766585.1	GPS_002036563.1
GeoFor_1.0	C12743757	NW_005080963.1	JH766553.1	GPS_002036531.1
GeoFor_1.0	C12743813	NW_005080925.1	JH766515.1	GPS_002036493.1
GeoFor_1.0	C12743823	NW_005080983.1	JH766573.1	GPS_002036551.1
GeoFor_1.0	C12743867	NW_005080952.1	JH766542.1	GPS_002036520.1
GeoFor_1.0	C12743891	NW_005080897.1	JH766487.1	GPS_002036465.1
GeoFor_1.0	C12743893	NW_005080964.1	JH766554.1	GPS_002036532.1
GeoFor_1.0	C12743899	NW_005080981.1	JH766571.1	GPS_002036549.1
GeoFor_1.0	C12743923	NW_005080992.1	JH766582.1	GPS_002036560.1
GeoFor_1.0	C12743927	NW_005080947.1	JH766537.1	GPS_002036515.1
GeoFor_1.0	C12743941	NW_005080975.1	JH766565.1	GPS_002036543.1
GeoFor_1.0	C12744011	NW_005080954.1	JH766544.1	GPS_002036522.1
GeoFor_1.0	C12744013	NW_005080998.1	JH766588.1	GPS_002036566.1
GeoFor_1.0	C12744015	NW_005080935.1	JH766525.1	GPS_002036503.1
GeoFor_1.0	C12744033	NW_005080986.1	JH766576.1	GPS_002036554.1
GeoFor_1.0	C12744045	NW_005080908.1	JH766498.1	GPS_002036476.1
GeoFor_1.0	C12744071	NW_005080946.1	JH766536.1	GPS_002036514.1
GeoFor_1.0	C12744093	NW_005080913.1	JH766503.1	GPS_002036481.1
GeoFor_1.0	C12744101	NW_005080893.1	JH766483.1	GPS_002036461.1
GeoFor_1.0	C12744141	NW_005080917.1	JH766507.1	GPS_002036485.1
GeoFor_1.0	C12744199	NW_005080944.1	JH766534.1	GPS_002036512.1
GeoFor_1.0	C12744217	NW_005080938.1	JH766528.1	GPS_002036506.1
GeoFor_1.0	C12744223	NW_005080912.1	JH766502.1	GPS_002036480.1
GeoFor_1.0	C12744231	NW_005080898.1	JH766488.1	GPS_002036466.1
GeoFor_1.0	C12744245	NW_005080996.1	JH766586.1	GPS_002036564.1
GeoFor_1.0	C12744261	NW_005080980.1	JH766570.1	GPS_002036548.1
GeoFor_1.0	C12744267	NW_005080961.1	JH766551.1	GPS_002036529.1
GeoFor_1.0	C12744271	NW_005080918.1	JH766508.1	GPS_002036486.1
GeoFor_1.0	C12744277	NW_005080903.1	JH766493.1	GPS_002036471.1
GeoFor_1.0	C12744281	NW_005080878.1	JH766468.1	GPS_002036446.1
GeoFor_1.0	C12744295	NW_005080936.1	JH766526.1	GPS_002036504.1
GeoFor_1.0	C12744309	NW_005080911.1	JH766501.1	GPS_002036479.1
GeoFor_1.0	C12744313	NW_005080902.1	JH766492.1	GPS_002036470.1
GeoFor_1.0	C12744329	NW_005080985.1	JH766575.1	GPS_002036553.1
GeoFor_1.0	C12744343	NW_005080907.1	JH766497.1	GPS_002036475.1
GeoFor_1.0	C12744357	NW_005080950.1	JH766540.1	GPS_002036518.1
GeoFor_1.0	C12744379	NW_005080988.1	JH766578.1	GPS_002036556.1
GeoFor_1.0	C12744387	NW_005080891.1	JH766481.1	GPS_002036459.1
GeoFor_1.0	C12744453	NW_005080979.1	JH766569.1	GPS_002036547.1
GeoFor_1.0	C12744459	NW_005080933.1	JH766523.1	GPS_002036501.1
GeoFor_1.0	C12744473	NW_005080921.1	JH766511.1	GPS_002036489.1
GeoFor_1.0	C12744483	NW_005080890.1	JH766480.1	GPS_002036458.1
GeoFor_1.0	C12744523	NW_005080906.1	JH766496.1	GPS_002036474.1
GeoFor_1.0	C12744561	NW_005080894.1	JH766484.1	GPS_002036462.1
GeoFor_1.0	C12744583	NW_005080932.1	JH766522.1	GPS_002036500.1
GeoFor_1.0	C12744599	NW_005080919.1	JH766509.1	GPS_002036487.1
GeoFor_1.0	C12744623	NW_005080887.1	JH766477.1	GPS_002036455.1
GeoFor_1.0	C12744679	NW_005080974.1	JH766564.1	GPS_002036542.1
GeoFor_1.0	C12744691	NW_005080999.1	JH766589.1	GPS_002036567.1
GeoFor_1.0	C12744743	NW_005080934.1	JH766524.1	GPS_002036502.1
GeoFor_1.0	C12744781	NW_005080953.1	JH766543.1	GPS_002036521.1
GeoFor_1.0	C12744785	NW_005080965.1	JH766555.1	GPS_002036533.1
GeoFor_1.0	C12744851	NW_005080880.1	JH766470.1	GPS_002036448.1
GeoFor_1.0	C12744853	NW_005080993.1	JH766583.1	GPS_002036561.1
GeoFor_1.0	C12744883	NW_005080923.1	JH766513.1	GPS_002036491.1
GeoFor_1.0	C12744885	NW_005080989.1	JH766579.1	GPS_002036557.1
GeoFor_1.0	C12744907	NW_005080955.1	JH766545.1	GPS_002036523.1
GeoFor_1.0	C12744933	NW_005080991.1	JH766581.1	GPS_002036559.1
GeoFor_1.0	C12744937	NW_005080883.1	JH766473.1	GPS_002036451.1
GeoFor_1.0	C12745011	NW_005080889.1	JH766479.1	GPS_002036457.1
GeoFor_1.0	C12745017	NW_005080957.1	JH766547.1	GPS_002036525.1
GeoFor_1.0	C12745019	NW_005080915.1	JH766505.1	GPS_002036483.1
GeoFor_1.0	C12745035	NW_005080885.1	JH766475.1	GPS_002036453.1
GeoFor_1.0	C12745079	NW_005080959.1	JH766549.1	GPS_002036527.1
GeoFor_1.0	C12745095	NW_005080956.1	JH766546.1	GPS_002036524.1
GeoFor_1.0	C12745137	NW_005080910.1	JH766500.1	GPS_002036478.1
GeoFor_1.0	C12745147	NW_005080922.1	JH766512.1	GPS_002036490.1
GeoFor_1.0	C12745155	NW_005080924.1	JH766514.1	GPS_002036492.1
GeoFor_1.0	C12745179	NW_005080927.1	JH766517.1	GPS_002036495.1
GeoFor_1.0	C12745185	NW_005080945.1	JH766535.1	GPS_002036513.1
GeoFor_1.0	C12745195	NW_005080942.1	JH766532.1	GPS_002036510.1
GeoFor_1.0	C12745203	NW_005080884.1	JH766474.1	GPS_002036452.1
GeoFor_1.0	C12745217	NW_005080948.1	JH766538.1	GPS_002036516.1
GeoFor_1.0	C12745221	NW_005080888.1	JH766478.1	GPS_002036456.1
GeoFor_1.0	C12745231	NW_005080982.1	JH766572.1	GPS_002036550.1
GeoFor_1.0	C12745235	NW_005080926.1	JH766516.1	GPS_002036494.1
GeoFor_1.0	C12745253	NW_005080984.1	JH766574.1	GPS_002036552.1
GeoFor_1.0	C12745259	NW_005080916.1	JH766506.1	GPS_002036484.1
GeoFor_1.0	C12745309	NW_005080977.1	JH766567.1	GPS_002036545.1
GeoFor_1.0	C12745323	NW_005080920.1	JH766510.1	GPS_002036488.1
GeoFor_1.0	C12745343	NW_005080949.1	JH766539.1	GPS_002036517.1
GeoFor_1.0	C12745359	NW_005080972.1	JH766562.1	GPS_002036540.1
GeoFor_1.0	C12745371	NW_005080937.1	JH766527.1	GPS_002036505.1
GeoFor_1.0	C12745407	NW_005080930.1	JH766520.1	GPS_002036498.1
GeoFor_1.0	C12745417	NW_005080882.1	JH766472.1	GPS_002036450.1
GeoFor_1.0	C12745421	NW_005080886.1	JH766476.1	GPS_002036454.1
GeoFor_1.0	C12745423	NW_005080939.1	JH766529.1	GPS_002036507.1
GeoFor_1.0	C12745451	NW_005080966.1	JH766556.1	GPS_002036534.1
GeoFor_1.0	C12745509	NW_005080896.1	JH766486.1	GPS_002036464.1
GeoFor_1.0	C12745563	NW_005080881.1	JH766471.1	GPS_002036449.1
GeoFor_1.0	C12745581	NW_005080914.1	JH766504.1	GPS_002036482.1
GeoFor_1.0	C12745597	NW_005080931.1	JH766521.1	GPS_002036499.1
GeoFor_1.0	C12745607	NW_005080901.1	JH766491.1	GPS_002036469.1
GeoFor_1.0	C12745613	NW_005080968.1	JH766558.1	GPS_002036536.1
GeoFor_1.0	C12745701	NW_005080867.1	JH766457.1	GPS_002036435.1
GeoFor_1.0	C12745705	NW_005080778.1	JH766368.1	GPS_002036346.1
GeoFor_1.0	C12745711	NW_005080871.1	JH766461.1	GPS_002036439.1
GeoFor_1.0	C12745723	NW_005080846.1	JH766436.1	GPS_002036414.1
GeoFor_1.0	C12745727	NW_005080797.1	JH766387.1	GPS_002036365.1
GeoFor_1.0	C12745737	NW_005080808.1	JH766398.1	GPS_002036376.1
GeoFor_1.0	C12745763	NW_005080877.1	JH766467.1	GPS_002036445.1
GeoFor_1.0	C12745771	NW_005080793.1	JH766383.1	GPS_002036361.1
GeoFor_1.0	C12745781	NW_005080779.1	JH766369.1	GPS_002036347.1
GeoFor_1.0	C12745789	NW_005080775.1	JH766365.1	GPS_002036343.1
GeoFor_1.0	C12745801	NW_005080843.1	JH766433.1	GPS_002036411.1
GeoFor_1.0	C12745803	NW_005080814.1	JH766404.1	GPS_002036382.1
GeoFor_1.0	C12745829	NW_005080794.1	JH766384.1	GPS_002036362.1
GeoFor_1.0	C12745835	NW_005080829.1	JH766419.1	GPS_002036397.1
GeoFor_1.0	C12745843	NW_005080842.1	JH766432.1	GPS_002036410.1
GeoFor_1.0	C12745871	NW_005080783.1	JH766373.1	GPS_002036351.1
GeoFor_1.0	C12745889	NW_005080799.1	JH766389.1	GPS_002036367.1
GeoFor_1.0	C12745941	NW_005080776.1	JH766366.1	GPS_002036344.1
GeoFor_1.0	C12745973	NW_005080768.1	JH766358.1	GPS_002036336.1
GeoFor_1.0	C12745987	NW_005080817.1	JH766407.1	GPS_002036385.1
GeoFor_1.0	C12746073	NW_005080811.1	JH766401.1	GPS_002036379.1
GeoFor_1.0	C12746095	NW_005080868.1	JH766458.1	GPS_002036436.1
GeoFor_1.0	C12746097	NW_005080774.1	JH766364.1	GPS_002036342.1
GeoFor_1.0	C12746121	NW_005080815.1	JH766405.1	GPS_002036383.1
GeoFor_1.0	C12746147	NW_005080822.1	JH766412.1	GPS_002036390.1
GeoFor_1.0	C12746179	NW_005080858.1	JH766448.1	GPS_002036426.1
GeoFor_1.0	C12746181	NW_005080820.1	JH766410.1	GPS_002036388.1
GeoFor_1.0	C12746185	NW_005080772.1	JH766362.1	GPS_002036340.1
GeoFor_1.0	C12746193	NW_005080818.1	JH766408.1	GPS_002036386.1
GeoFor_1.0	C12746199	NW_005080875.1	JH766465.1	GPS_002036443.1
GeoFor_1.0	C12746201	NW_005080839.1	JH766429.1	GPS_002036407.1
GeoFor_1.0	C12746205	NW_005080825.1	JH766415.1	GPS_002036393.1
GeoFor_1.0	C12746257	NW_005080781.1	JH766371.1	GPS_002036349.1
GeoFor_1.0	C12746265	NW_005080812.1	JH766402.1	GPS_002036380.1
GeoFor_1.0	C12746361	NW_005080863.1	JH766453.1	GPS_002036431.1
GeoFor_1.0	C12746385	NW_005080834.1	JH766424.1	GPS_002036402.1
GeoFor_1.0	C12746403	NW_005080791.1	JH766381.1	GPS_002036359.1
GeoFor_1.0	C12746429	NW_005080870.1	JH766460.1	GPS_002036438.1
GeoFor_1.0	C12746441	NW_005080872.1	JH766462.1	GPS_002036440.1
GeoFor_1.0	C12746443	NW_005080821.1	JH766411.1	GPS_002036389.1
GeoFor_1.0	C12746445	NW_005080845.1	JH766435.1	GPS_002036413.1
GeoFor_1.0	C12746461	NW_005080819.1	JH766409.1	GPS_002036387.1
GeoFor_1.0	C12746477	NW_005080770.1	JH766360.1	GPS_002036338.1
GeoFor_1.0	C12746545	NW_005080869.1	JH766459.1	GPS_002036437.1
GeoFor_1.0	C12746547	NW_005080803.1	JH766393.1	GPS_002036371.1
GeoFor_1.0	C12746561	NW_005080771.1	JH766361.1	GPS_002036339.1
GeoFor_1.0	C12746567	NW_005080766.1	JH766356.1	GPS_002036334.1
GeoFor_1.0	C12746627	NW_005080831.1	JH766421.1	GPS_002036399.1
GeoFor_1.0	C12746733	NW_005080837.1	JH766427.1	GPS_002036405.1
GeoFor_1.0	C12746739	NW_005080853.1	JH766443.1	GPS_002036421.1
GeoFor_1.0	C12746757	NW_005080789.1	JH766379.1	GPS_002036357.1
GeoFor_1.0	C12746759	NW_005080827.1	JH766417.1	GPS_002036395.1
GeoFor_1.0	C12746763	NW_005080874.1	JH766464.1	GPS_002036442.1
GeoFor_1.0	C12746789	NW_005080833.1	JH766423.1	GPS_002036401.1
GeoFor_1.0	C12746821	NW_005080810.1	JH766400.1	GPS_002036378.1
GeoFor_1.0	C12746829	NW_005080809.1	JH766399.1	GPS_002036377.1
GeoFor_1.0	C12746837	NW_005080848.1	JH766438.1	GPS_002036416.1
GeoFor_1.0	C12746841	NW_005080802.1	JH766392.1	GPS_002036370.1
GeoFor_1.0	C12746855	NW_005080765.1	JH766355.1	GPS_002036333.1
GeoFor_1.0	C12746879	NW_005080873.1	JH766463.1	GPS_002036441.1
GeoFor_1.0	C12746931	NW_005080823.1	JH766413.1	GPS_002036391.1
GeoFor_1.0	C12746965	NW_005080785.1	JH766375.1	GPS_002036353.1
GeoFor_1.0	C12746985	NW_005080849.1	JH766439.1	GPS_002036417.1
GeoFor_1.0	C12747001	NW_005080805.1	JH766395.1	GPS_002036373.1
GeoFor_1.0	C12747035	NW_005080780.1	JH766370.1	GPS_002036348.1
GeoFor_1.0	C12747049	NW_005080798.1	JH766388.1	GPS_002036366.1
GeoFor_1.0	C12747055	NW_005080792.1	JH766382.1	GPS_002036360.1
GeoFor_1.0	C12747063	NW_005080764.1	JH766354.1	GPS_002036332.1
GeoFor_1.0	C12747095	NW_005080859.1	JH766449.1	GPS_002036427.1
GeoFor_1.0	C12747107	NW_005080840.1	JH766430.1	GPS_002036408.1
GeoFor_1.0	C12747207	NW_005080835.1	JH766425.1	GPS_002036403.1
GeoFor_1.0	C12747223	NW_005080855.1	JH766445.1	GPS_002036423.1
GeoFor_1.0	C12747239	NW_005080865.1	JH766455.1	GPS_002036433.1
GeoFor_1.0	C12747247	NW_005080767.1	JH766357.1	GPS_002036335.1
GeoFor_1.0	C12747283	NW_005080762.1	JH766352.1	GPS_002036330.1
GeoFor_1.0	C12747309	NW_005080763.1	JH766353.1	GPS_002036331.1
GeoFor_1.0	C12747353	NW_005080864.1	JH766454.1	GPS_002036432.1
GeoFor_1.0	C12747367	NW_005080784.1	JH766374.1	GPS_002036352.1
GeoFor_1.0	C12747371	NW_005080836.1	JH766426.1	GPS_002036404.1
GeoFor_1.0	C12747439	NW_005080854.1	JH766444.1	GPS_002036422.1
GeoFor_1.0	C12747473	NW_005080828.1	JH766418.1	GPS_002036396.1
GeoFor_1.0	C12747485	NW_005080852.1	JH766442.1	GPS_002036420.1
GeoFor_1.0	C12747515	NW_005080841.1	JH766431.1	GPS_002036409.1
GeoFor_1.0	C12747517	NW_005080788.1	JH766378.1	GPS_002036356.1
GeoFor_1.0	C12747521	NW_005080850.1	JH766440.1	GPS_002036418.1
GeoFor_1.0	C12747535	NW_005080851.1	JH766441.1	GPS_002036419.1
